item,user,user_name,item_name,LLM_rating,LLM_interaction_HTML,rating
4,0,Emily Peterson,Under the Overpass: A Journey of Faith on the Streets of America,3.0,,3.0
5,0,Emily Peterson,The Woodsman's Daughter,3.0,,3.0
6,0,Emily Peterson,Liner,3.0,,3.0
7,0,Emily Peterson,The Myth of the Perfect Mother: Rethinking the Spirituality of Women,3.0,,3.0
8,0,Emily Peterson,Half the Way Home: A Memoir of Father and Son,3.0,,3.0
9,0,Emily Peterson,Worlds of Exile and Illusion: Three Complete Novels of the Hainish Series in One Volume--Rocannon's World; Planet of Exile; City of Illusions,3.0,,3.0
10,0,Emily Peterson,Operations Management,1.0,,1.0
11,0,Emily Peterson,"General System Theory: Foundations, Development Applications",3.0,,3.0
12,0,Emily Peterson,Charles Goodnight: Cowman and Plainsman,2.0,,2.0
13,0,Emily Peterson,Girls Who Looked Under Rocks: The Lives of Six Pioneering Naturalists,3.0,,3.0
14,0,Emily Peterson,Too Far,3.0,,3.0
15,0,Emily Peterson,The Penguin Book of English Verse (Penguin Classics),3.0,,3.0
16,0,Emily Peterson,CliffsQuickReview Microbiology,2.0,,2.0
17,0,Emily Peterson,Men Against Fire: The Problem of Battle Command,2.0,,2.0
18,0,Emily Peterson,Tearing Down the Walls : How Sandy Weill Fought His Way to the Top of the Financial World. . .and Then Nearly Lost It All (Wall Street Journal Book),2.0,,2.0
19,0,Emily Peterson,Song of the Earth,3.0,,3.0
0,1,Ethan Simmons,Killer on the Road (Silent Terror),1.0,,1.0
1,1,Ethan Simmons,Creative Book Reports: Fun Projects with Rubrics for Fiction and Nonfiction [With CDROM],1.0,,1.0
2,1,Ethan Simmons,Thai in Minutes: Over 120 Inspirational Recipes,1.0,,1.0
3,1,Ethan Simmons,Hawksbill Station,3.0,,3.0
4,1,Ethan Simmons,Under the Overpass: A Journey of Faith on the Streets of America,1.0,,1.0
5,1,Ethan Simmons,The Woodsman's Daughter,2.0,,2.0
6,1,Ethan Simmons,Liner,3.0,,3.0
7,1,Ethan Simmons,The Myth of the Perfect Mother: Rethinking the Spirituality of Women,1.0,,1.0
8,1,Ethan Simmons,Half the Way Home: A Memoir of Father and Son,3.0,,3.0
9,1,Ethan Simmons,Worlds of Exile and Illusion: Three Complete Novels of the Hainish Series in One Volume--Rocannon's World; Planet of Exile; City of Illusions,3.0,,3.0
10,1,Ethan Simmons,Operations Management,1.0,,1.0
11,1,Ethan Simmons,"General System Theory: Foundations, Development Applications",2.0,,2.0
12,1,Ethan Simmons,Charles Goodnight: Cowman and Plainsman,3.0,,3.0
13,1,Ethan Simmons,Girls Who Looked Under Rocks: The Lives of Six Pioneering Naturalists,2.0,,2.0
14,1,Ethan Simmons,Too Far,2.0,,2.0
15,1,Ethan Simmons,The Penguin Book of English Verse (Penguin Classics),3.0,,3.0
16,1,Ethan Simmons,CliffsQuickReview Microbiology,2.0,,2.0
17,1,Ethan Simmons,Men Against Fire: The Problem of Battle Command,3.0,,3.0
18,1,Ethan Simmons,Tearing Down the Walls : How Sandy Weill Fought His Way to the Top of the Financial World. . .and Then Nearly Lost It All (Wall Street Journal Book),3.0,,3.0
19,1,Ethan Simmons,Song of the Earth,3.0,,3.0
0,2,Olivia Nelson,Killer on the Road (Silent Terror),1.0,,1.0
1,2,Olivia Nelson,Creative Book Reports: Fun Projects with Rubrics for Fiction and Nonfiction [With CDROM],2.0,,2.0
2,2,Olivia Nelson,Thai in Minutes: Over 120 Inspirational Recipes,1.0,,1.0
3,2,Olivia Nelson,Hawksbill Station,3.0,,3.0
4,2,Olivia Nelson,Under the Overpass: A Journey of Faith on the Streets of America,2.0,,2.0
5,2,Olivia Nelson,The Woodsman's Daughter,3.0,,3.0
6,2,Olivia Nelson,Liner,3.0,,3.0
7,2,Olivia Nelson,The Myth of the Perfect Mother: Rethinking the Spirituality of Women,3.0,,3.0
8,2,Olivia Nelson,Half the Way Home: A Memoir of Father and Son,2.0,,2.0
9,2,Olivia Nelson,Worlds of Exile and Illusion: Three Complete Novels of the Hainish Series in One Volume--Rocannon's World; Planet of Exile; City of Illusions,3.0,,3.0
10,2,Olivia Nelson,Operations Management,1.0,,1.0
11,2,Olivia Nelson,"General System Theory: Foundations, Development Applications",2.0,,2.0
12,2,Olivia Nelson,Charles Goodnight: Cowman and Plainsman,2.0,,2.0
13,2,Olivia Nelson,Girls Who Looked Under Rocks: The Lives of Six Pioneering Naturalists,3.0,,3.0
14,2,Olivia Nelson,Too Far,3.0,,3.0
15,2,Olivia Nelson,The Penguin Book of English Verse (Penguin Classics),2.0,,2.0
16,2,Olivia Nelson,CliffsQuickReview Microbiology,1.0,,1.0
17,2,Olivia Nelson,Men Against Fire: The Problem of Battle Command,3.0,,3.0
18,2,Olivia Nelson,Tearing Down the Walls : How Sandy Weill Fought His Way to the Top of the Financial World. . .and Then Nearly Lost It All (Wall Street Journal Book),2.0,,2.0
19,2,Olivia Nelson,Song of the Earth,3.0,,3.0
0,3,Liam Grayson,Killer on the Road (Silent Terror),2.0,,2.0
1,3,Liam Grayson,Creative Book Reports: Fun Projects with Rubrics for Fiction and Nonfiction [With CDROM],1.0,,1.0
2,3,Liam Grayson,Thai in Minutes: Over 120 Inspirational Recipes,1.0,,1.0
3,3,Liam Grayson,Hawksbill Station,3.0,,3.0
4,3,Liam Grayson,Under the Overpass: A Journey of Faith on the Streets of America,3.0,,3.0
5,3,Liam Grayson,The Woodsman's Daughter,3.0,,3.0
6,3,Liam Grayson,Liner,3.0,,3.0
7,3,Liam Grayson,The Myth of the Perfect Mother: Rethinking the Spirituality of Women,2.0,,2.0
8,3,Liam Grayson,Half the Way Home: A Memoir of Father and Son,2.0,,2.0
9,3,Liam Grayson,Worlds of Exile and Illusion: Three Complete Novels of the Hainish Series in One Volume--Rocannon's World; Planet of Exile; City of Illusions,3.0,,3.0
10,3,Liam Grayson,Operations Management,1.0,,1.0
11,3,Liam Grayson,"General System Theory: Foundations, Development Applications",3.0,,3.0
12,3,Liam Grayson,Charles Goodnight: Cowman and Plainsman,2.0,,2.0
13,3,Liam Grayson,Girls Who Looked Under Rocks: The Lives of Six Pioneering Naturalists,2.0,,2.0
14,3,Liam Grayson,Too Far,3.0,,3.0
15,3,Liam Grayson,The Penguin Book of English Verse (Penguin Classics),3.0,,3.0
16,3,Liam Grayson,CliffsQuickReview Microbiology,3.0,,3.0
17,3,Liam Grayson,Men Against Fire: The Problem of Battle Command,3.0,,3.0
18,3,Liam Grayson,Tearing Down the Walls : How Sandy Weill Fought His Way to the Top of the Financial World. . .and Then Nearly Lost It All (Wall Street Journal Book),3.0,,3.0
19,3,Liam Grayson,Song of the Earth,3.0,,3.0
0,0,Sophia Collins,Slaves of Sleep,2.0,,2.0
1,0,Sophia Collins,The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,2.0,,2.0
2,0,Sophia Collins,Memento Mori,2.0,,2.0
3,0,Sophia Collins,Collected Lyrics,2.0,,2.0
4,0,Sophia Collins,If I Gave You God's Phone Number....: Searching for Spirituality in America,2.0,,2.0
5,0,Sophia Collins,Polar Bears: Living With the White Bear,2.0,,2.0
6,0,Sophia Collins,Beginner's Chinese (Beginner's (Foreign Language)),2.0,,2.0
7,0,Sophia Collins,Every Man a Speculator : A History of Wall Street in American Life,2.0,,2.0
8,0,Sophia Collins,The MacArthur New Testament Commentary: Matthew 24-28 (MacArthur New Testament Commentary Series),2.0,,2.0
9,0,Sophia Collins,In the Name of Love,2.0,,2.0
10,0,Sophia Collins,Reasons to Live,2.0,,2.0
11,0,Sophia Collins,When the Tuna Went Down to Texas: How Bill Parcells Led the Cowboys Back to the Promised Land,2.0,,2.0
12,0,Sophia Collins,SONG OF MIRIAM,2.0,,2.0
13,0,Sophia Collins,"Imperial Bayonets: Tactics of the Napoleonic Battery, Battalion, and Brigade as Found in Contemporary Regulations",2.0,,2.0
14,0,Sophia Collins,Legion's Ladies (Zebra Regency Romance),2.0,,2.0
15,0,Sophia Collins,"Seven men of Gascony,: A novel",2.0,,2.0
16,0,Sophia Collins,101 Things You Never Knew About Disneyland: An Unauthorized Look At The Little Touches And Inside Jokes,2.0,,2.0
17,0,Sophia Collins,The Sorcerer's Crossing: A Woman's Journey (Compass),2.0,,2.0
18,0,Sophia Collins,Paper Quilting: Creative Designs Using Paper & Thread,2.0,,2.0
19,0,Sophia Collins,Blood Relations,2.0,,2.0
0,1,Jacob Walker,Slaves of Sleep,1.0,,1.0
1,1,Jacob Walker,The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,1.0,,1.0
2,1,Jacob Walker,Memento Mori,1.0,,1.0
3,1,Jacob Walker,Collected Lyrics,1.0,,1.0
4,1,Jacob Walker,If I Gave You God's Phone Number....: Searching for Spirituality in America,1.0,,1.0
5,1,Jacob Walker,Polar Bears: Living With the White Bear,1.0,,1.0
6,1,Jacob Walker,Beginner's Chinese (Beginner's (Foreign Language)),1.0,,1.0
7,1,Jacob Walker,Every Man a Speculator : A History of Wall Street in American Life,1.0,,1.0
8,1,Jacob Walker,The MacArthur New Testament Commentary: Matthew 24-28 (MacArthur New Testament Commentary Series),1.0,,1.0
9,1,Jacob Walker,In the Name of Love,1.0,,1.0
10,1,Jacob Walker,Reasons to Live,1.0,,1.0
11,1,Jacob Walker,When the Tuna Went Down to Texas: How Bill Parcells Led the Cowboys Back to the Promised Land,1.0,,1.0
12,1,Jacob Walker,SONG OF MIRIAM,1.0,,1.0
13,1,Jacob Walker,"Imperial Bayonets: Tactics of the Napoleonic Battery, Battalion, and Brigade as Found in Contemporary Regulations",1.0,,1.0
14,1,Jacob Walker,Legion's Ladies (Zebra Regency Romance),1.0,,1.0
15,1,Jacob Walker,"Seven men of Gascony,: A novel",1.0,,1.0
16,1,Jacob Walker,101 Things You Never Knew About Disneyland: An Unauthorized Look At The Little Touches And Inside Jokes,1.0,,1.0
17,1,Jacob Walker,The Sorcerer's Crossing: A Woman's Journey (Compass),1.0,,1.0
18,1,Jacob Walker,Paper Quilting: Creative Designs Using Paper & Thread,1.0,,1.0
19,1,Jacob Walker,Blood Relations,1.0,,1.0
0,2,Ava Edwards,Slaves of Sleep,2.0,,2.0
1,2,Ava Edwards,The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,2.0,,2.0
2,2,Ava Edwards,Memento Mori,2.0,,2.0
3,2,Ava Edwards,Collected Lyrics,2.0,,2.0
4,2,Ava Edwards,If I Gave You God's Phone Number....: Searching for Spirituality in America,2.0,,2.0
5,2,Ava Edwards,Polar Bears: Living With the White Bear,2.0,,2.0
6,2,Ava Edwards,Beginner's Chinese (Beginner's (Foreign Language)),2.0,,2.0
7,2,Ava Edwards,Every Man a Speculator : A History of Wall Street in American Life,2.0,,2.0
8,2,Ava Edwards,The MacArthur New Testament Commentary: Matthew 24-28 (MacArthur New Testament Commentary Series),2.0,,2.0
9,2,Ava Edwards,In the Name of Love,2.0,,2.0
10,2,Ava Edwards,Reasons to Live,2.0,,2.0
11,2,Ava Edwards,When the Tuna Went Down to Texas: How Bill Parcells Led the Cowboys Back to the Promised Land,2.0,,2.0
12,2,Ava Edwards,SONG OF MIRIAM,2.0,,2.0
13,2,Ava Edwards,"Imperial Bayonets: Tactics of the Napoleonic Battery, Battalion, and Brigade as Found in Contemporary Regulations",2.0,,2.0
14,2,Ava Edwards,Legion's Ladies (Zebra Regency Romance),2.0,,2.0
15,2,Ava Edwards,"Seven men of Gascony,: A novel",2.0,,2.0
16,2,Ava Edwards,101 Things You Never Knew About Disneyland: An Unauthorized Look At The Little Touches And Inside Jokes,2.0,,2.0
17,2,Ava Edwards,The Sorcerer's Crossing: A Woman's Journey (Compass),2.0,,2.0
18,2,Ava Edwards,Paper Quilting: Creative Designs Using Paper & Thread,2.0,,2.0
19,2,Ava Edwards,Blood Relations,2.0,,2.0
0,3,Oliver Ellis,Slaves of Sleep,1.0,,1.0
1,3,Oliver Ellis,The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,1.0,,1.0
2,3,Oliver Ellis,Memento Mori,1.0,,1.0
3,3,Oliver Ellis,Collected Lyrics,1.0,,1.0
4,3,Oliver Ellis,If I Gave You God's Phone Number....: Searching for Spirituality in America,1.0,,1.0
5,3,Oliver Ellis,Polar Bears: Living With the White Bear,1.0,,1.0
6,3,Oliver Ellis,Beginner's Chinese (Beginner's (Foreign Language)),1.0,,1.0
7,3,Oliver Ellis,Every Man a Speculator : A History of Wall Street in American Life,1.0,,1.0
8,3,Oliver Ellis,The MacArthur New Testament Commentary: Matthew 24-28 (MacArthur New Testament Commentary Series),1.0,,1.0
9,3,Oliver Ellis,In the Name of Love,1.0,,1.0
10,3,Oliver Ellis,Reasons to Live,1.0,,1.0
11,3,Oliver Ellis,When the Tuna Went Down to Texas: How Bill Parcells Led the Cowboys Back to the Promised Land,1.0,,1.0
12,3,Oliver Ellis,SONG OF MIRIAM,1.0,,1.0
13,3,Oliver Ellis,"Imperial Bayonets: Tactics of the Napoleonic Battery, Battalion, and Brigade as Found in Contemporary Regulations",1.0,,1.0
14,3,Oliver Ellis,Legion's Ladies (Zebra Regency Romance),1.0,,1.0
15,3,Oliver Ellis,"Seven men of Gascony,: A novel",1.0,,1.0
16,3,Oliver Ellis,101 Things You Never Knew About Disneyland: An Unauthorized Look At The Little Touches And Inside Jokes,1.0,,1.0
17,3,Oliver Ellis,The Sorcerer's Crossing: A Woman's Journey (Compass),1.0,,1.0
18,3,Oliver Ellis,Paper Quilting: Creative Designs Using Paper & Thread,1.0,,1.0
19,3,Oliver Ellis,Blood Relations,1.0,,1.0
0,0,Sarah Bailey,Making Sense: Philosophy behind the Headlines,1.0,,1.0
1,0,Sarah Bailey,The Ascent of Everest,1.0,,1.0
2,0,Sarah Bailey,Longest Day (Dr. Who Series),1.0,,1.0
3,0,Sarah Bailey,Food Analysis (Food Science Texts Series),1.0,,1.0
4,0,Sarah Bailey,The sayings of Confucius,1.0,,1.0
5,0,Sarah Bailey,"Dictionary of Cults, Sects, Religions and the Occult",1.0,,1.0
6,0,Sarah Bailey,The Island of the Day Before,1.0,,1.0
7,0,Sarah Bailey,Ancient Greek Alive,1.0,,1.0
8,0,Sarah Bailey,Baker's Bible atlas,1.0,,1.0
9,0,Sarah Bailey,Monkees,1.0,,1.0
10,0,Sarah Bailey,Gods and Kings (Chronicles of the Kings #1),1.0,,1.0
11,0,Sarah Bailey,Aunt Julia And The Scriptwriter,1.0,,1.0
12,0,Sarah Bailey,A Light for My Love (SIGNED),1.0,,1.0
13,0,Sarah Bailey,The Revolt of the Elites and the Betrayal of Democracy,1.0,,1.0
14,0,Sarah Bailey,Darling Jenny,1.0,,1.0
15,0,Sarah Bailey,"The Complete Engravings, Etchings and Drypoints of Albrecht Durer (Dover Fine Art, History of Art)",1.0,,1.0
16,0,Sarah Bailey,Cold War Triumphalism: The Misuse of History After the Fall of Communism,1.0,,1.0
17,0,Sarah Bailey,What I Believe,1.0,,1.0
18,0,Sarah Bailey,Unmasking Administrative Evil (Rethinking Public Administration),1.0,,1.0
19,0,Sarah Bailey,End to Suffering,1.0,,1.0
0,1,James Clarke,Making Sense: Philosophy behind the Headlines,1.0,,1.0
1,1,James Clarke,The Ascent of Everest,1.0,,1.0
2,1,James Clarke,Longest Day (Dr. Who Series),1.0,,1.0
3,1,James Clarke,Food Analysis (Food Science Texts Series),1.0,,1.0
4,1,James Clarke,The sayings of Confucius,1.0,,1.0
5,1,James Clarke,"Dictionary of Cults, Sects, Religions and the Occult",1.0,,1.0
6,1,James Clarke,The Island of the Day Before,1.0,,1.0
7,1,James Clarke,Ancient Greek Alive,1.0,,1.0
8,1,James Clarke,Baker's Bible atlas,1.0,,1.0
9,1,James Clarke,Monkees,1.0,,1.0
10,1,James Clarke,Gods and Kings (Chronicles of the Kings #1),1.0,,1.0
11,1,James Clarke,Aunt Julia And The Scriptwriter,1.0,,1.0
12,1,James Clarke,A Light for My Love (SIGNED),1.0,,1.0
13,1,James Clarke,The Revolt of the Elites and the Betrayal of Democracy,1.0,,1.0
14,1,James Clarke,Darling Jenny,1.0,,1.0
15,1,James Clarke,"The Complete Engravings, Etchings and Drypoints of Albrecht Durer (Dover Fine Art, History of Art)",1.0,,1.0
16,1,James Clarke,Cold War Triumphalism: The Misuse of History After the Fall of Communism,1.0,,1.0
17,1,James Clarke,What I Believe,1.0,,1.0
18,1,James Clarke,Unmasking Administrative Evil (Rethinking Public Administration),1.0,,1.0
19,1,James Clarke,End to Suffering,1.0,,1.0
0,2,Emma Dixon,Making Sense: Philosophy behind the Headlines,1.0,,1.0
1,2,Emma Dixon,The Ascent of Everest,1.0,,1.0
2,2,Emma Dixon,Longest Day (Dr. Who Series),1.0,,1.0
3,2,Emma Dixon,Food Analysis (Food Science Texts Series),1.0,,1.0
4,2,Emma Dixon,The sayings of Confucius,1.0,,1.0
5,2,Emma Dixon,"Dictionary of Cults, Sects, Religions and the Occult",1.0,,1.0
6,2,Emma Dixon,The Island of the Day Before,1.0,,1.0
7,2,Emma Dixon,Ancient Greek Alive,1.0,,1.0
8,2,Emma Dixon,Baker's Bible atlas,1.0,,1.0
9,2,Emma Dixon,Monkees,1.0,,1.0
10,2,Emma Dixon,Gods and Kings (Chronicles of the Kings #1),1.0,,1.0
11,2,Emma Dixon,Aunt Julia And The Scriptwriter,1.0,,1.0
12,2,Emma Dixon,A Light for My Love (SIGNED),1.0,,1.0
13,2,Emma Dixon,The Revolt of the Elites and the Betrayal of Democracy,1.0,,1.0
14,2,Emma Dixon,Darling Jenny,1.0,,1.0
15,2,Emma Dixon,"The Complete Engravings, Etchings and Drypoints of Albrecht Durer (Dover Fine Art, History of Art)",1.0,,1.0
16,2,Emma Dixon,Cold War Triumphalism: The Misuse of History After the Fall of Communism,1.0,,1.0
17,2,Emma Dixon,What I Believe,1.0,,1.0
18,2,Emma Dixon,Unmasking Administrative Evil (Rethinking Public Administration),1.0,,1.0
19,2,Emma Dixon,End to Suffering,1.0,,1.0
0,3,Daniel Freeman,Making Sense: Philosophy behind the Headlines,1.0,,1.0
1,3,Daniel Freeman,The Ascent of Everest,1.0,,1.0
2,3,Daniel Freeman,Longest Day (Dr. Who Series),1.0,,1.0
3,3,Daniel Freeman,Food Analysis (Food Science Texts Series),1.0,,1.0
4,3,Daniel Freeman,The sayings of Confucius,1.0,,1.0
5,3,Daniel Freeman,"Dictionary of Cults, Sects, Religions and the Occult",1.0,,1.0
6,3,Daniel Freeman,The Island of the Day Before,1.0,,1.0
7,3,Daniel Freeman,Ancient Greek Alive,1.0,,1.0
8,3,Daniel Freeman,Baker's Bible atlas,1.0,,1.0
9,3,Daniel Freeman,Monkees,1.0,,1.0
10,3,Daniel Freeman,Gods and Kings (Chronicles of the Kings #1),1.0,,1.0
11,3,Daniel Freeman,Aunt Julia And The Scriptwriter,1.0,,1.0
12,3,Daniel Freeman,A Light for My Love (SIGNED),1.0,,1.0
13,3,Daniel Freeman,The Revolt of the Elites and the Betrayal of Democracy,1.0,,1.0
14,3,Daniel Freeman,Darling Jenny,1.0,,1.0
15,3,Daniel Freeman,"The Complete Engravings, Etchings and Drypoints of Albrecht Durer (Dover Fine Art, History of Art)",1.0,,1.0
16,3,Daniel Freeman,Cold War Triumphalism: The Misuse of History After the Fall of Communism,1.0,,1.0
17,3,Daniel Freeman,What I Believe,1.0,,1.0
18,3,Daniel Freeman,Unmasking Administrative Evil (Rethinking Public Administration),1.0,,1.0
19,3,Daniel Freeman,End to Suffering,1.0,,1.0
0,0,Emily Griffiths,Power Through Constructive Thinking,1.0,,1.0
1,0,Emily Griffiths,Me and My Big Mouth: Your Answer is Right Under Your Nose,1.0,,1.0
2,0,Emily Griffiths,"Vietnamese, Basic: Learn to Speak and Understand Vietnamese with Pimsleur Language Programs",1.0,,1.0
3,0,Emily Griffiths,PC Magazine Guide Windows XP Media Center Edition,1.0,,1.0
4,0,Emily Griffiths,The Popcorn Dragon,1.0,,1.0
5,0,Emily Griffiths,Bmw R50/5 Through R100Gs Pd: 1970-1996 (Clymer Motorcycle Repair),1.0,,1.0
6,0,Emily Griffiths,The Router Joinery Handbook,1.0,,1.0
7,0,Emily Griffiths,Granny D: You're Never Too Old to Raise a Little Hell,1.0,,1.0
8,0,Emily Griffiths,"Johnson/Evinrude Outboards, 1973-91 Repair Manual, Covers all 60-235 HP, 3-Cylinder, V4 and V6, 2-Stroke Models, Includes Jet Drives (Seloc)",1.0,,1.0
9,0,Emily Griffiths,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",1.0,,1.0
10,0,Emily Griffiths,Witch Ball (The Seer Series),3.0,,3.0
11,0,Emily Griffiths,SWASTIKA,1.0,,1.0
12,0,Emily Griffiths,Creation and the Persistence of Evil The Jewish Drama of Divine Omnipotence,1.0,,1.0
13,0,Emily Griffiths,Messiah in Full Score (Dover Vocal Scores),1.0,,1.0
14,0,Emily Griffiths,Across the Great Divide : Robert Stuart and the Discovery of the Oregon Trail,1.0,,1.0
15,0,Emily Griffiths,Elmo's World: Balls! (Sesame Street) (Sesame Street(R) Elmos World(TM)),1.0,,1.0
16,0,Emily Griffiths,Mary Chesnuts Civil War,1.0,,1.0
17,0,Emily Griffiths,Cinderella (Disney Princess) (Read-Aloud Storybook),1.0,,1.0
18,0,Emily Griffiths,Bahamarama (St. Martin's Minotaur Mysteries),1.0,,1.0
19,0,Emily Griffiths,Finding Lubchenko,1.0,,1.0
0,1,Ethan Hayes,Power Through Constructive Thinking,1.0,,1.0
1,1,Ethan Hayes,Me and My Big Mouth: Your Answer is Right Under Your Nose,1.0,,1.0
2,1,Ethan Hayes,"Vietnamese, Basic: Learn to Speak and Understand Vietnamese with Pimsleur Language Programs",1.0,,1.0
3,1,Ethan Hayes,PC Magazine Guide Windows XP Media Center Edition,1.0,,1.0
4,1,Ethan Hayes,The Popcorn Dragon,1.0,,1.0
5,1,Ethan Hayes,Bmw R50/5 Through R100Gs Pd: 1970-1996 (Clymer Motorcycle Repair),1.0,,1.0
6,1,Ethan Hayes,The Router Joinery Handbook,1.0,,1.0
7,1,Ethan Hayes,Granny D: You're Never Too Old to Raise a Little Hell,1.0,,1.0
8,1,Ethan Hayes,"Johnson/Evinrude Outboards, 1973-91 Repair Manual, Covers all 60-235 HP, 3-Cylinder, V4 and V6, 2-Stroke Models, Includes Jet Drives (Seloc)",1.0,,1.0
9,1,Ethan Hayes,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",1.0,,1.0
10,1,Ethan Hayes,Witch Ball (The Seer Series),1.0,,1.0
11,1,Ethan Hayes,SWASTIKA,1.0,,1.0
12,1,Ethan Hayes,Creation and the Persistence of Evil The Jewish Drama of Divine Omnipotence,1.0,,1.0
13,1,Ethan Hayes,Messiah in Full Score (Dover Vocal Scores),1.0,,1.0
14,1,Ethan Hayes,Across the Great Divide : Robert Stuart and the Discovery of the Oregon Trail,1.0,,1.0
15,1,Ethan Hayes,Elmo's World: Balls! (Sesame Street) (Sesame Street(R) Elmos World(TM)),1.0,,1.0
16,1,Ethan Hayes,Mary Chesnuts Civil War,1.0,,1.0
17,1,Ethan Hayes,Cinderella (Disney Princess) (Read-Aloud Storybook),1.0,,1.0
18,1,Ethan Hayes,Bahamarama (St. Martin's Minotaur Mysteries),1.0,,1.0
19,1,Ethan Hayes,Finding Lubchenko,1.0,,1.0
0,2,Olivia Ingram,Power Through Constructive Thinking,1.0,,1.0
1,2,Olivia Ingram,Me and My Big Mouth: Your Answer is Right Under Your Nose,1.0,,1.0
2,2,Olivia Ingram,"Vietnamese, Basic: Learn to Speak and Understand Vietnamese with Pimsleur Language Programs",1.0,,1.0
3,2,Olivia Ingram,PC Magazine Guide Windows XP Media Center Edition,1.0,,1.0
4,2,Olivia Ingram,The Popcorn Dragon,1.0,,1.0
5,2,Olivia Ingram,Bmw R50/5 Through R100Gs Pd: 1970-1996 (Clymer Motorcycle Repair),1.0,,1.0
6,2,Olivia Ingram,The Router Joinery Handbook,1.0,,1.0
7,2,Olivia Ingram,Granny D: You're Never Too Old to Raise a Little Hell,1.0,,1.0
8,2,Olivia Ingram,"Johnson/Evinrude Outboards, 1973-91 Repair Manual, Covers all 60-235 HP, 3-Cylinder, V4 and V6, 2-Stroke Models, Includes Jet Drives (Seloc)",1.0,,1.0
9,2,Olivia Ingram,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",1.0,,1.0
10,2,Olivia Ingram,Witch Ball (The Seer Series),1.0,,1.0
11,2,Olivia Ingram,SWASTIKA,1.0,,1.0
12,2,Olivia Ingram,Creation and the Persistence of Evil The Jewish Drama of Divine Omnipotence,1.0,,1.0
13,2,Olivia Ingram,Messiah in Full Score (Dover Vocal Scores),1.0,,1.0
14,2,Olivia Ingram,Across the Great Divide : Robert Stuart and the Discovery of the Oregon Trail,1.0,,1.0
15,2,Olivia Ingram,Elmo's World: Balls! (Sesame Street) (Sesame Street(R) Elmos World(TM)),1.0,,1.0
16,2,Olivia Ingram,Mary Chesnuts Civil War,1.0,,1.0
17,2,Olivia Ingram,Cinderella (Disney Princess) (Read-Aloud Storybook),1.0,,1.0
18,2,Olivia Ingram,Bahamarama (St. Martin's Minotaur Mysteries),1.0,,1.0
19,2,Olivia Ingram,Finding Lubchenko,1.0,,1.0
0,3,Oliver Bianchi,Power Through Constructive Thinking,1.0,,1.0
1,3,Oliver Bianchi,Me and My Big Mouth: Your Answer is Right Under Your Nose,1.0,,1.0
2,3,Oliver Bianchi,"Vietnamese, Basic: Learn to Speak and Understand Vietnamese with Pimsleur Language Programs",1.0,,1.0
3,3,Oliver Bianchi,PC Magazine Guide Windows XP Media Center Edition,1.0,,1.0
4,3,Oliver Bianchi,The Popcorn Dragon,1.0,,1.0
5,3,Oliver Bianchi,Bmw R50/5 Through R100Gs Pd: 1970-1996 (Clymer Motorcycle Repair),1.0,,1.0
6,3,Oliver Bianchi,The Router Joinery Handbook,1.0,,1.0
7,3,Oliver Bianchi,Granny D: You're Never Too Old to Raise a Little Hell,1.0,,1.0
8,3,Oliver Bianchi,"Johnson/Evinrude Outboards, 1973-91 Repair Manual, Covers all 60-235 HP, 3-Cylinder, V4 and V6, 2-Stroke Models, Includes Jet Drives (Seloc)",1.0,,1.0
9,3,Oliver Bianchi,"If You Can't Live Without Me, Why Aren't You Dead Yet?!",1.0,,1.0
10,3,Oliver Bianchi,Witch Ball (The Seer Series),1.0,,1.0
11,3,Oliver Bianchi,SWASTIKA,1.0,,1.0
12,3,Oliver Bianchi,Creation and the Persistence of Evil The Jewish Drama of Divine Omnipotence,1.0,,1.0
13,3,Oliver Bianchi,Messiah in Full Score (Dover Vocal Scores),1.0,,1.0
14,3,Oliver Bianchi,Across the Great Divide : Robert Stuart and the Discovery of the Oregon Trail,1.0,,1.0
15,3,Oliver Bianchi,Elmo's World: Balls! (Sesame Street) (Sesame Street(R) Elmos World(TM)),1.0,,1.0
16,3,Oliver Bianchi,Mary Chesnuts Civil War,1.0,,1.0
17,3,Oliver Bianchi,Cinderella (Disney Princess) (Read-Aloud Storybook),1.0,,1.0
18,3,Oliver Bianchi,Bahamarama (St. Martin's Minotaur Mysteries),1.0,,1.0
19,3,Oliver Bianchi,Finding Lubchenko,1.0,,1.0
